product_id,sales_date,units_sold,price
prod_25,2025-07-16,13,63.1
prod_25,2025-07-17,44,22.79
prod_25,2025-07-18,25,36.07
prod_25,2025-07-19,45,146.15
prod_25,2025-07-20,31,137.44
prod_25,2025-07-21,27,12.84
prod_25,2025-07-22,41,119.83
prod_25,2025-07-23,26,15.01
prod_25,2025-07-24,36,102.18
prod_25,2025-07-25,23,41.09
prod_25,2025-07-26,22,81.82
prod_25,2025-07-27,13,44.61
prod_25,2025-07-28,30,108.95
prod_25,2025-07-29,40,162.09
prod_25,2025-07-30,2,34.53
prod_25,2025-07-31,31,187.83
prod_25,2025-08-01,48,62.6
prod_25,2025-08-02,34,114.51
prod_25,2025-08-03,10,74.4
prod_25,2025-08-04,15,195.95
prod_25,2025-08-05,43,170.82
prod_25,2025-08-06,24,170.69
prod_25,2025-08-07,27,161.14
prod_25,2025-08-08,22,132.32
prod_25,2025-08-09,27,76.69
prod_25,2025-08-10,1,169.12
prod_25,2025-08-11,43,57.98
prod_25,2025-08-12,40,59.53
prod_25,2025-08-13,38,184.55
prod_25,2025-08-14,1,31.03
prod_25,2025-08-15,1,179.35
prod_25,2025-08-16,47,89.85
prod_25,2025-08-17,13,149.46
prod_25,2025-08-18,23,166.25
prod_25,2025-08-19,32,178.09
prod_25,2025-08-20,6,83.88
prod_25,2025-08-21,49,155.47
prod_25,2025-08-22,6,37.96
prod_25,2025-08-23,44,185.08
prod_25,2025-08-24,48,56.39
prod_25,2025-08-25,14,54.54
prod_25,2025-08-26,24,161.49
prod_25,2025-08-27,17,59.27
prod_25,2025-08-28,30,185.17
prod_25,2025-08-29,47,124.96
prod_25,2025-08-30,23,179.18
prod_25,2025-08-31,14,34.41
prod_25,2025-09-01,38,53.07
prod_25,2025-09-02,41,11.79
prod_25,2025-09-03,47,98.3
prod_25,2025-09-04,29,151.54
prod_25,2025-09-05,48,43.36
prod_25,2025-09-06,12,168.91
prod_25,2025-09-07,12,47.76
prod_25,2025-09-08,5,43.11
prod_25,2025-09-09,21,170.42
prod_25,2025-09-10,32,14.37
prod_25,2025-09-11,22,192.75
prod_25,2025-09-12,27,49.39
prod_25,2025-09-13,11,78.16
prod_25,2025-09-14,8,40.23
prod_25,2025-09-15,26,94.84
prod_25,2025-09-16,25,185.14
prod_26,2025-03-21,12,132.97
prod_26,2025-03-22,33,79.36
prod_26,2025-03-23,12,159.72
prod_26,2025-03-24,10,193.65
prod_26,2025-03-25,34,143.97
prod_26,2025-03-26,43,71.75
prod_26,2025-03-27,18,184.25
prod_26,2025-03-28,46,141.94
prod_26,2025-03-29,33,139.56
prod_26,2025-03-30,14,144.02
prod_26,2025-03-31,20,104.95
prod_26,2025-04-01,20,109.64
prod_26,2025-04-02,49,35.92
prod_26,2025-04-03,31,148.86
prod_26,2025-04-04,21,101.08
prod_26,2025-04-05,11,95.13
prod_26,2025-04-06,39,188.32
prod_26,2025-04-07,49,54.75
prod_26,2025-04-08,46,75.55
prod_26,2025-04-09,49,43.59
prod_26,2025-04-10,47,176.77
prod_26,2025-04-11,37,188.3
prod_26,2025-04-12,10,14.75
prod_26,2025-04-13,12,156.07
prod_26,2025-04-14,48,163.47
prod_26,2025-04-15,45,38.59
prod_26,2025-04-16,28,53.56
prod_26,2025-04-17,23,142.21
prod_26,2025-04-18,2,105.77
prod_26,2025-04-19,22,73.07
prod_26,2025-04-20,1,100.56
prod_26,2025-04-21,19,169.37
prod_26,2025-04-22,7,43.36
prod_26,2025-04-23,44,83.26
prod_26,2025-04-24,0,120.18
prod_26,2025-04-25,12,108.55
prod_26,2025-04-26,34,174.22
prod_26,2025-04-27,42,149.23
prod_26,2025-04-28,7,88.72
prod_26,2025-04-29,44,146.2
prod_26,2025-04-30,12,193.18
prod_26,2025-05-01,7,183.2
prod_26,2025-05-02,31,132.64
prod_26,2025-05-03,37,189.69
prod_26,2025-05-04,5,96.29
prod_26,2025-05-05,10,168.52
prod_26,2025-05-06,1,172.3
prod_26,2025-05-07,3,159.62
prod_26,2025-05-08,27,110.66
prod_26,2025-05-09,45,157.36
prod_26,2025-05-10,17,175.73
prod_26,2025-05-11,42,121.16
prod_26,2025-05-12,15,116.67
prod_26,2025-05-13,6,145.69
prod_26,2025-05-14,40,138.14
prod_26,2025-05-15,1,57.43
prod_26,2025-05-16,37,149.75
prod_26,2025-05-17,26,164.79
prod_26,2025-05-18,33,102.84
prod_26,2025-05-19,42,118.96
prod_26,2025-05-20,1,112.2
prod_26,2025-05-21,35,28.18
prod_26,2025-05-22,45,139.43
prod_26,2025-05-23,18,71.36
prod_26,2025-05-24,18,164.76
prod_26,2025-05-25,5,15.85
prod_26,2025-05-26,6,22.26
prod_26,2025-05-27,37,34.32
prod_26,2025-05-28,44,22.15
prod_26,2025-05-29,10,175.53
prod_26,2025-05-30,17,34.47
prod_26,2025-05-31,10,154.8
prod_26,2025-06-01,33,151.01
prod_26,2025-06-02,5,130.23
prod_26,2025-06-03,24,109.07
prod_26,2025-06-04,43,82.18
prod_26,2025-06-05,47,80.56
prod_26,2025-06-06,46,176.49
prod_26,2025-06-07,5,186.62
prod_26,2025-06-08,17,187.4
prod_26,2025-06-09,28,172.03
prod_26,2025-06-10,36,50.43
prod_26,2025-06-11,18,184.78
prod_26,2025-06-12,7,66.36
prod_26,2025-06-13,1,186.05
prod_26,2025-06-14,11,111.53
prod_26,2025-06-15,33,68.96
prod_26,2025-06-16,44,132.54
prod_26,2025-06-17,6,49.63
prod_26,2025-06-18,39,16.44
prod_26,2025-06-19,12,15.39
prod_26,2025-06-20,28,185.62
prod_26,2025-06-21,47,127.45
prod_26,2025-06-22,10,97.48
prod_26,2025-06-23,0,199.1
prod_26,2025-06-24,11,29.7
prod_26,2025-06-25,17,46.36
prod_26,2025-06-26,29,46.54
prod_26,2025-06-27,0,30.84
prod_26,2025-06-28,26,87.9
prod_26,2025-06-29,47,143.2
prod_26,2025-06-30,15,184.23
prod_26,2025-07-01,24,148.34
prod_26,2025-07-02,33,122.99
prod_26,2025-07-03,40,58.11
prod_26,2025-07-04,17,99.13
prod_26,2025-07-05,35,60.85
prod_26,2025-07-06,24,102.23
prod_26,2025-07-07,40,28.02
prod_26,2025-07-08,0,170.74
prod_26,2025-07-09,32,132.58
prod_26,2025-07-10,41,182.8
prod_26,2025-07-11,33,41.47
prod_26,2025-07-12,20,128.13
prod_26,2025-07-13,3,26.83
prod_26,2025-07-14,30,10.33
prod_26,2025-07-15,16,111.43
prod_26,2025-07-16,27,195.13
prod_26,2025-07-17,13,127.47
prod_26,2025-07-18,38,38.87
prod_26,2025-07-19,11,27.67
prod_26,2025-07-20,40,54.52
prod_26,2025-07-21,34,108.1
prod_26,2025-07-22,7,108.99
prod_26,2025-07-23,4,174.56
prod_26,2025-07-24,4,63.17
prod_26,2025-07-25,23,23.96
prod_26,2025-07-26,12,73.55
prod_26,2025-07-27,6,96.84
prod_26,2025-07-28,3,129.13
prod_26,2025-07-29,11,37.76
prod_26,2025-07-30,47,106.1
prod_26,2025-07-31,31,99.59
prod_26,2025-08-01,15,191.83
prod_26,2025-08-02,16,52.3
prod_26,2025-08-03,12,41.78
prod_26,2025-08-04,24,67.29
prod_26,2025-08-05,22,170.04
prod_26,2025-08-06,39,72.21
prod_26,2025-08-07,45,89.75
prod_26,2025-08-08,39,144.98
prod_26,2025-08-09,34,76.65
prod_26,2025-08-10,8,83.58
prod_26,2025-08-11,41,97.79
prod_26,2025-08-12,6,198.85
prod_26,2025-08-13,14,56.71
prod_26,2025-08-14,1,132.87
prod_26,2025-08-15,13,166.16
prod_26,2025-08-16,48,105.02
prod_26,2025-08-17,28,30.2
prod_26,2025-08-18,40,151.17
prod_26,2025-08-19,5,152.04
prod_26,2025-08-20,49,87.18
prod_26,2025-08-21,1,60.98
prod_26,2025-08-22,28,185.11
prod_26,2025-08-23,45,181.58
prod_26,2025-08-24,15,132.66
prod_26,2025-08-25,37,18.93
prod_26,2025-08-26,1,25.01
prod_26,2025-08-27,11,114.21
prod_26,2025-08-28,14,79.29
prod_26,2025-08-29,5,124.38
prod_26,2025-08-30,34,70.3
prod_26,2025-08-31,10,56.56
prod_26,2025-09-01,37,165.8
prod_26,2025-09-02,21,62.58
prod_26,2025-09-03,17,43.14
prod_26,2025-09-04,33,188.51
prod_26,2025-09-05,21,148.37
prod_26,2025-09-06,17,49.46
prod_26,2025-09-07,35,74.94
prod_26,2025-09-08,47,153.65
prod_26,2025-09-09,27,70.81
prod_26,2025-09-10,30,12.75
prod_26,2025-09-11,35,197.08
prod_26,2025-09-12,9,155.24
prod_26,2025-09-13,27,54.47
prod_26,2025-09-14,4,137.58
prod_26,2025-09-15,46,46.59
prod_26,2025-09-16,26,13.73
prod_27,2025-03-21,1,134.52
prod_27,2025-03-22,1,134.43
prod_27,2025-03-23,47,193.07
prod_27,2025-03-24,21,150.49
prod_27,2025-03-25,35,14.81
prod_27,2025-03-26,38,140.91
prod_27,2025-03-27,8,166.06
prod_27,2025-03-28,10,39.54
prod_27,2025-03-29,0,41.92
prod_27,2025-03-30,49,175.28
prod_27,2025-03-31,28,46.7
prod_27,2025-04-01,46,148.39
prod_27,2025-04-02,30,64.38
prod_27,2025-04-03,10,52.24
prod_27,2025-04-04,13,199.19
prod_27,2025-04-05,48,85.94
prod_27,2025-04-06,24,178.65
prod_27,2025-04-07,11,32.31
prod_27,2025-04-08,21,190.7
prod_27,2025-04-09,0,181.52
prod_27,2025-04-10,42,188.27
prod_27,2025-04-11,9,72.94
prod_27,2025-04-12,26,165.46
prod_27,2025-04-13,0,154.0
prod_27,2025-04-14,3,16.35
prod_27,2025-04-15,14,65.16
prod_27,2025-04-16,49,16.43
prod_27,2025-04-17,36,131.88
prod_27,2025-04-18,1,96.23
prod_27,2025-04-19,23,82.96
prod_27,2025-04-20,38,114.89
prod_27,2025-04-21,27,174.91
prod_27,2025-04-22,20,128.86
prod_27,2025-04-23,12,115.97
prod_27,2025-04-24,49,172.15
prod_27,2025-04-25,42,185.93
prod_27,2025-04-26,49,26.58
prod_27,2025-04-27,16,47.54
prod_27,2025-04-28,27,85.17
prod_27,2025-04-29,32,189.28
prod_27,2025-04-30,21,109.94
prod_27,2025-05-01,14,86.42
prod_27,2025-05-02,24,103.6
prod_27,2025-05-03,38,35.96
prod_27,2025-05-04,16,32.99
prod_27,2025-05-05,48,121.42
prod_27,2025-05-06,49,64.15
prod_27,2025-05-07,21,191.03
prod_27,2025-05-08,26,141.06
prod_27,2025-05-09,44,184.01
prod_27,2025-05-10,13,29.51
prod_27,2025-05-11,23,150.03
prod_27,2025-05-12,23,67.83
prod_27,2025-05-13,5,169.6
prod_27,2025-05-14,36,111.14
prod_27,2025-05-15,41,173.94
prod_27,2025-05-16,12,170.18
prod_27,2025-05-17,35,170.8
prod_27,2025-05-18,14,168.86
prod_27,2025-05-19,24,181.46
prod_27,2025-05-20,40,94.78
prod_27,2025-05-21,45,35.58
prod_27,2025-05-22,18,20.41
prod_27,2025-05-23,2,22.86
prod_27,2025-05-24,42,157.29
prod_27,2025-05-25,44,167.46
prod_27,2025-05-26,37,27.39
prod_27,2025-05-27,9,39.63
prod_27,2025-05-28,34,194.76
prod_27,2025-05-29,22,110.12
prod_27,2025-05-30,1,136.99
prod_27,2025-05-31,44,118.93
prod_27,2025-06-01,29,153.57
prod_27,2025-06-02,42,55.19
prod_27,2025-06-03,47,185.13
prod_27,2025-06-04,49,100.49
prod_27,2025-06-05,11,19.24
prod_27,2025-06-06,20,84.31
prod_27,2025-06-07,34,40.99
prod_27,2025-06-08,12,182.81
prod_27,2025-06-09,47,64.56
prod_27,2025-06-10,30,138.43
prod_27,2025-06-11,28,48.95
prod_27,2025-06-12,43,116.68
prod_27,2025-06-13,43,102.38
prod_27,2025-06-14,45,198.2
prod_27,2025-06-15,8,189.66
prod_27,2025-06-16,41,163.31
prod_27,2025-06-17,45,120.11
prod_27,2025-06-18,12,129.63
prod_27,2025-06-19,9,24.77
prod_27,2025-06-20,45,198.24
prod_27,2025-06-21,32,115.49
prod_27,2025-06-22,32,160.21
prod_27,2025-06-23,27,38.02
prod_27,2025-06-24,28,47.9
prod_27,2025-06-25,39,123.86
prod_27,2025-06-26,33,145.75
prod_27,2025-06-27,36,133.83
prod_27,2025-06-28,15,19.6
prod_27,2025-06-29,8,147.28
prod_27,2025-06-30,26,68.01
prod_27,2025-07-01,18,17.05
prod_27,2025-07-02,14,92.53
prod_27,2025-07-03,4,109.23
prod_27,2025-07-04,36,192.33
prod_27,2025-07-05,38,193.03
prod_27,2025-07-06,34,148.05
prod_27,2025-07-07,30,103.86
prod_27,2025-07-08,22,88.79
prod_27,2025-07-09,12,49.92
prod_27,2025-07-10,6,142.96
prod_27,2025-07-11,13,57.34
prod_27,2025-07-12,36,51.18
prod_27,2025-07-13,45,120.32
prod_27,2025-07-14,46,120.6
prod_27,2025-07-15,14,46.94
prod_27,2025-07-16,7,26.34
prod_27,2025-07-17,44,31.25
prod_27,2025-07-18,19,177.65
prod_27,2025-07-19,29,119.18
prod_27,2025-07-20,8,161.96
prod_27,2025-07-21,27,57.31
prod_27,2025-07-22,40,67.6
prod_27,2025-07-23,37,156.79
prod_27,2025-07-24,24,192.52
prod_27,2025-07-25,22,75.89
prod_27,2025-07-26,4,75.66
prod_27,2025-07-27,1,124.07
prod_27,2025-07-28,32,102.53
prod_27,2025-07-29,34,83.09
prod_27,2025-07-30,30,117.06
prod_27,2025-07-31,29,35.51
prod_27,2025-08-01,35,72.58
prod_27,2025-08-02,9,39.08
prod_27,2025-08-03,26,197.57
prod_27,2025-08-04,34,162.68
prod_27,2025-08-05,16,186.3
prod_27,2025-08-06,32,195.76
prod_27,2025-08-07,31,110.44
prod_27,2025-08-08,7,131.41
prod_27,2025-08-09,22,24.46
prod_27,2025-08-10,47,27.15
prod_27,2025-08-11,6,70.62
prod_27,2025-08-12,43,83.53
prod_27,2025-08-13,49,174.55
prod_27,2025-08-14,13,172.64
prod_27,2025-08-15,21,15.44
prod_27,2025-08-16,43,131.92
prod_27,2025-08-17,15,197.43
prod_27,2025-08-18,30,51.44
prod_27,2025-08-19,39,90.04
prod_27,2025-08-20,10,21.21
prod_27,2025-08-21,23,149.28
prod_27,2025-08-22,27,133.47
prod_27,2025-08-23,16,105.39
prod_27,2025-08-24,34,26.14
prod_27,2025-08-25,42,34.37
prod_27,2025-08-26,16,102.14
prod_27,2025-08-27,24,97.22
prod_27,2025-08-28,14,143.99
prod_27,2025-08-29,37,81.57
prod_27,2025-08-30,42,69.18
prod_27,2025-08-31,43,125.2
prod_27,2025-09-01,17,100.18
prod_27,2025-09-02,47,12.54
prod_27,2025-09-03,41,57.87
prod_27,2025-09-04,44,196.59
prod_27,2025-09-05,32,133.82
prod_27,2025-09-06,37,45.07
prod_27,2025-09-07,11,90.15
prod_27,2025-09-08,23,182.37
prod_27,2025-09-09,40,139.18
prod_27,2025-09-10,31,32.97
prod_27,2025-09-11,32,33.17
prod_27,2025-09-12,14,74.13
prod_27,2025-09-13,12,122.22
prod_27,2025-09-14,11,24.5
prod_27,2025-09-15,44,166.91
prod_27,2025-09-16,30,112.71
prod_28,2025-03-21,43,133.89
prod_28,2025-03-22,38,159.54
prod_28,2025-03-23,43,148.92
prod_28,2025-03-24,12,108.93
prod_28,2025-03-25,38,191.47
prod_28,2025-03-26,17,106.97
prod_28,2025-03-27,14,184.16
prod_28,2025-03-28,47,27.04
prod_28,2025-03-29,46,198.45
prod_28,2025-03-30,47,192.79
prod_28,2025-03-31,17,66.5
prod_28,2025-04-01,40,127.05
prod_28,2025-04-02,26,38.98
prod_28,2025-04-03,43,99.29
prod_28,2025-04-04,32,165.26
prod_28,2025-04-05,11,149.12
prod_28,2025-04-06,29,34.65
prod_28,2025-04-07,8,57.14
prod_28,2025-04-08,48,198.91
prod_28,2025-04-09,12,81.21
prod_28,2025-04-10,19,162.82
prod_28,2025-04-11,24,102.92
prod_28,2025-04-12,34,164.48
prod_28,2025-04-13,38,197.94
prod_28,2025-04-14,39,24.73
prod_28,2025-04-15,17,180.52
prod_28,2025-04-16,49,187.49
prod_28,2025-04-17,43,145.24
prod_28,2025-04-18,13,157.62
prod_28,2025-04-19,9,42.55
prod_28,2025-04-20,33,180.76
prod_28,2025-04-21,9,52.46
prod_28,2025-04-22,21,21.51
prod_28,2025-04-23,25,16.25
prod_28,2025-04-24,43,36.18
prod_28,2025-04-25,45,185.53
prod_28,2025-04-26,18,94.59
prod_28,2025-04-27,45,107.8
prod_28,2025-04-28,10,95.44
prod_28,2025-04-29,35,182.17
prod_28,2025-04-30,15,61.57
prod_28,2025-05-01,6,24.34
prod_28,2025-05-02,18,107.26
prod_28,2025-05-03,27,48.38
prod_28,2025-05-04,14,163.02
prod_28,2025-05-05,25,77.35
prod_28,2025-05-06,32,47.42
prod_28,2025-05-07,32,142.04
prod_28,2025-05-08,22,120.45
prod_28,2025-05-09,39,181.91
prod_28,2025-05-10,29,156.69
prod_28,2025-05-11,2,184.65
prod_28,2025-05-12,12,30.34
prod_28,2025-05-13,14,156.59
prod_28,2025-05-14,0,26.83
prod_28,2025-05-15,48,144.2
prod_28,2025-05-16,18,113.03
prod_28,2025-05-17,48,189.54
prod_28,2025-05-18,19,50.24
prod_28,2025-05-19,48,34.08
prod_28,2025-05-20,37,70.08
prod_28,2025-05-21,42,110.21
prod_28,2025-05-22,18,76.44
prod_28,2025-05-23,48,69.08
prod_28,2025-05-24,43,179.91
prod_28,2025-05-25,39,107.26
prod_28,2025-05-26,44,196.28
prod_28,2025-05-27,3,154.24
prod_28,2025-05-28,45,66.63
prod_28,2025-05-29,18,188.93
prod_28,2025-05-30,42,106.26
prod_28,2025-05-31,18,115.69
prod_28,2025-06-01,25,85.46
prod_28,2025-06-02,13,140.57
prod_28,2025-06-03,43,163.2
prod_28,2025-06-04,36,75.3
prod_28,2025-06-05,23,104.58
prod_28,2025-06-06,39,55.58
prod_28,2025-06-07,45,141.09
prod_28,2025-06-08,34,35.19
prod_28,2025-06-09,39,173.64
prod_28,2025-06-10,42,95.91
prod_28,2025-06-11,27,79.18
prod_28,2025-06-12,32,150.23
prod_28,2025-06-13,25,151.28
prod_28,2025-06-14,49,67.89
prod_28,2025-06-15,37,186.16
prod_28,2025-06-16,29,138.43
prod_28,2025-06-17,48,181.94
prod_28,2025-06-18,48,167.43
prod_28,2025-06-19,6,156.87
prod_28,2025-06-20,3,78.26
prod_28,2025-06-21,34,98.49
prod_28,2025-06-22,30,55.06
prod_28,2025-06-23,14,21.12
prod_28,2025-06-24,17,134.12
prod_28,2025-06-25,30,137.32
prod_28,2025-06-26,9,69.9
prod_28,2025-06-27,24,74.69
prod_28,2025-06-28,44,93.99
prod_28,2025-06-29,16,64.14
prod_28,2025-06-30,16,157.73
prod_28,2025-07-01,29,161.16
prod_28,2025-07-02,35,78.57
prod_28,2025-07-03,23,185.49
prod_28,2025-07-04,44,23.89
prod_28,2025-07-05,14,25.7
prod_28,2025-07-06,1,138.19
prod_28,2025-07-07,33,28.85
prod_28,2025-07-08,46,144.65
prod_28,2025-07-09,31,129.79
prod_28,2025-07-10,14,50.26
prod_28,2025-07-11,0,29.68
prod_28,2025-07-12,33,173.21
prod_28,2025-07-13,39,98.6
prod_28,2025-07-14,16,22.42
prod_28,2025-07-15,11,179.86
prod_28,2025-07-16,34,118.56
prod_28,2025-07-17,39,93.77
prod_28,2025-07-18,38,187.95
prod_28,2025-07-19,17,194.16
prod_28,2025-07-20,7,134.29
prod_28,2025-07-21,42,78.07
prod_28,2025-07-22,45,35.0
prod_28,2025-07-23,9,188.19
prod_28,2025-07-24,25,61.38
prod_28,2025-07-25,37,86.01
prod_28,2025-07-26,36,195.94
prod_28,2025-07-27,49,156.48
prod_28,2025-07-28,25,192.68
prod_28,2025-07-29,13,110.38
prod_28,2025-07-30,38,58.94
prod_28,2025-07-31,17,191.63
prod_28,2025-08-01,41,15.16
prod_28,2025-08-02,33,53.11
prod_28,2025-08-03,8,91.41
prod_28,2025-08-04,11,110.89
prod_28,2025-08-05,12,148.92
prod_28,2025-08-06,30,51.23
prod_28,2025-08-07,20,139.36
prod_28,2025-08-08,28,72.08
prod_28,2025-08-09,48,136.88
prod_28,2025-08-10,34,165.59
prod_28,2025-08-11,3,127.58
prod_28,2025-08-12,19,122.69
prod_28,2025-08-13,2,194.89
prod_28,2025-08-14,30,181.3
prod_28,2025-08-15,27,88.96
prod_28,2025-08-16,39,53.08
prod_28,2025-08-17,13,98.53
prod_28,2025-08-18,4,38.14
prod_28,2025-08-19,44,87.74
prod_28,2025-08-20,30,29.63
prod_28,2025-08-21,6,88.2
prod_28,2025-08-22,48,67.52
prod_28,2025-08-23,43,79.26
prod_28,2025-08-24,23,136.45
prod_28,2025-08-25,36,97.16
prod_28,2025-08-26,17,189.1
prod_28,2025-08-27,35,94.26
prod_28,2025-08-28,16,145.17
prod_28,2025-08-29,40,120.32
prod_28,2025-08-30,3,72.5
prod_28,2025-08-31,38,87.14
prod_28,2025-09-01,19,14.69
prod_28,2025-09-02,12,28.9
prod_28,2025-09-03,22,198.07
prod_28,2025-09-04,31,50.4
prod_28,2025-09-05,38,11.4
prod_28,2025-09-06,13,118.87
prod_28,2025-09-07,2,62.56
prod_28,2025-09-08,27,85.17
prod_28,2025-09-09,25,91.33
prod_28,2025-09-10,5,95.92
prod_28,2025-09-11,35,39.27
prod_28,2025-09-12,10,163.34
prod_28,2025-09-13,12,152.92
prod_28,2025-09-14,10,49.3
prod_28,2025-09-15,26,61.32
prod_28,2025-09-16,31,122.32
prod_29,2025-03-21,17,67.46
prod_29,2025-03-22,1,51.23
prod_29,2025-03-23,32,170.17
prod_29,2025-03-24,1,88.35
prod_29,2025-03-25,17,25.69
prod_29,2025-03-26,10,51.43
prod_29,2025-03-27,32,87.35
prod_29,2025-03-28,48,80.31
prod_29,2025-03-29,19,140.97
prod_29,2025-03-30,23,87.26
prod_29,2025-03-31,45,187.35
prod_29,2025-04-01,31,165.29
prod_29,2025-04-02,26,70.64
prod_29,2025-04-03,22,134.63
prod_29,2025-04-04,27,153.67
prod_29,2025-04-05,2,111.95
prod_29,2025-04-06,19,26.83
prod_29,2025-04-07,2,112.38
prod_29,2025-04-08,1,91.01
prod_29,2025-04-09,49,103.67
prod_29,2025-04-10,31,145.81
prod_29,2025-04-11,21,128.96
prod_29,2025-04-12,26,40.97
prod_29,2025-04-13,36,19.27
prod_29,2025-04-14,47,135.26
prod_29,2025-04-15,43,58.77
prod_29,2025-04-16,7,118.04
prod_29,2025-04-17,34,124.28
prod_29,2025-04-18,45,37.78
prod_29,2025-04-19,3,104.61
prod_29,2025-04-20,9,135.65
prod_29,2025-04-21,32,196.84
prod_29,2025-04-22,3,129.9
prod_29,2025-04-23,49,109.45
prod_29,2025-04-24,1,28.96
prod_29,2025-04-25,17,57.12
prod_29,2025-04-26,13,71.86
prod_29,2025-04-27,35,146.64
prod_29,2025-04-28,34,57.16
prod_29,2025-04-29,41,49.47
prod_29,2025-04-30,41,157.81
prod_29,2025-05-01,12,191.13
prod_29,2025-05-02,16,148.05
prod_29,2025-05-03,13,127.57
prod_29,2025-05-04,25,88.2
prod_29,2025-05-05,44,87.99
prod_29,2025-05-06,20,32.99
prod_29,2025-05-07,46,193.81
prod_29,2025-05-08,13,56.35
prod_29,2025-05-09,13,95.16
prod_29,2025-05-10,4,158.49
prod_29,2025-05-11,17,90.58
prod_29,2025-05-12,26,183.11
prod_29,2025-05-13,7,132.07
prod_29,2025-05-14,28,188.34
prod_29,2025-05-15,40,123.69
prod_29,2025-05-16,3,72.33
prod_29,2025-05-17,45,184.05
prod_29,2025-05-18,20,86.31
prod_29,2025-05-19,41,96.46
prod_29,2025-05-20,2,121.08
prod_29,2025-05-21,37,25.01
prod_29,2025-05-22,1,120.03
prod_29,2025-05-23,36,60.57
prod_29,2025-05-24,7,145.86
prod_29,2025-05-25,40,126.58
prod_29,2025-05-26,29,28.39
prod_29,2025-05-27,6,126.11
prod_29,2025-05-28,34,66.0
prod_29,2025-05-29,1,96.56
prod_29,2025-05-30,44,182.95
prod_29,2025-05-31,7,153.21
prod_29,2025-06-01,28,88.87
prod_29,2025-06-02,7,197.54
prod_29,2025-06-03,20,96.76
prod_29,2025-06-04,29,146.62
prod_29,2025-06-05,8,53.06
prod_29,2025-06-06,18,121.04
prod_29,2025-06-07,3,71.83
prod_29,2025-06-08,28,191.94
prod_29,2025-06-09,28,156.8
prod_29,2025-06-10,2,197.19
prod_29,2025-06-11,47,113.77
prod_29,2025-06-12,1,149.15
prod_29,2025-06-13,0,192.42
prod_29,2025-06-14,7,36.98
prod_29,2025-06-15,37,188.35
prod_29,2025-06-16,32,198.43
prod_29,2025-06-17,26,163.2
prod_29,2025-06-18,49,119.35
prod_29,2025-06-19,10,187.62
prod_29,2025-06-20,29,136.83
prod_29,2025-06-21,10,144.85
prod_29,2025-06-22,11,181.89
prod_29,2025-06-23,37,182.09
prod_29,2025-06-24,31,131.94
prod_29,2025-06-25,49,80.5
prod_29,2025-06-26,38,43.43
prod_29,2025-06-27,35,100.38
prod_29,2025-06-28,3,117.97
prod_29,2025-06-29,9,191.02
prod_29,2025-06-30,1,110.07
prod_29,2025-07-01,9,107.29
prod_29,2025-07-02,4,135.36
prod_29,2025-07-03,15,12.75
prod_29,2025-07-04,14,138.52
prod_29,2025-07-05,35,13.0
prod_29,2025-07-06,6,10.86
prod_29,2025-07-07,49,126.24
prod_29,2025-07-08,9,160.39
prod_29,2025-07-09,12,150.08
prod_29,2025-07-10,38,16.48
prod_29,2025-07-11,48,22.59
prod_29,2025-07-12,18,180.94
prod_29,2025-07-13,22,64.47
prod_29,2025-07-14,27,29.66
prod_29,2025-07-15,1,124.36
prod_29,2025-07-16,38,108.21
prod_29,2025-07-17,10,155.18
prod_29,2025-07-18,20,41.24
prod_29,2025-07-19,15,32.97
prod_29,2025-07-20,3,35.06
prod_29,2025-07-21,32,189.78
prod_29,2025-07-22,15,54.69
prod_29,2025-07-23,37,138.49
prod_29,2025-07-24,33,105.56
prod_29,2025-07-25,48,29.24
prod_29,2025-07-26,10,122.08
prod_29,2025-07-27,18,43.78
prod_29,2025-07-28,45,175.73
prod_29,2025-07-29,24,124.55
prod_29,2025-07-30,21,91.05
prod_29,2025-07-31,7,158.02
prod_29,2025-08-01,12,57.81
prod_29,2025-08-02,27,37.24
prod_29,2025-08-03,28,142.9
prod_29,2025-08-04,28,137.52
prod_29,2025-08-05,48,106.1
prod_29,2025-08-06,10,127.14
prod_29,2025-08-07,38,41.23
prod_29,2025-08-08,16,71.83
prod_29,2025-08-09,49,101.29
prod_29,2025-08-10,10,145.61
prod_29,2025-08-11,24,142.01
prod_29,2025-08-12,43,172.17
prod_29,2025-08-13,24,60.64
prod_29,2025-08-14,43,179.39
prod_29,2025-08-15,36,10.63
prod_29,2025-08-16,48,132.0
prod_29,2025-08-17,44,75.27
prod_29,2025-08-18,33,180.1
prod_29,2025-08-19,2,34.68
prod_29,2025-08-20,6,178.04
prod_29,2025-08-21,46,192.81
prod_29,2025-08-22,34,95.04
prod_29,2025-08-23,44,111.78
prod_29,2025-08-24,41,84.49
prod_29,2025-08-25,3,157.32
prod_29,2025-08-26,44,46.12
prod_29,2025-08-27,33,121.52
prod_29,2025-08-28,29,87.58
prod_29,2025-08-29,40,138.4
prod_29,2025-08-30,41,139.02
prod_29,2025-08-31,48,126.24
prod_29,2025-09-01,24,198.24
prod_29,2025-09-02,42,110.5
prod_29,2025-09-03,35,195.49
prod_29,2025-09-04,17,50.45
prod_29,2025-09-05,2,166.03
prod_29,2025-09-06,25,187.59
prod_29,2025-09-07,25,106.7
prod_29,2025-09-08,13,146.75
prod_29,2025-09-09,31,58.27
